"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25"
"10554",2728,1,1988,43,7,0,0,5200,1,10.5,1,1,0,0,0,0,0,1,0,0,0,3,0,1,0
"10555",2729,0,1986,46,9,0,0,4310.064,0,12,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"10556",2729,0,1987,47,9,1,7.649712,4400.415,0,12,1,0,1,0,0,0,1,0,1,0,0,6,0,0,0
"10557",2729,0,1988,48,9,0,0,1000,0,12,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
"10558",2730,0,1984,29,5,0,0,1800,1,10.5,1,1,0,0,0,0,1,1,0,0,0,2,0,1,0
"10559",2730,0,1985,30,8,0,0,1800,1,10.5,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"10560",2730,0,1986,31,8,0,0,2600,1,10.5,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"10561",2730,0,1987,32,7,1,7.649712,2900,1,10.5,1,1,0,0,0,0,1,1,0,0,0,2,0,1,0
"10562",2730,0,1988,33,8,0,0,2500,1,10.5,1,1,0,0,0,0,1,1,0,0,0,9,0,1,0
"10563",2730,0,1991,36,8,0,0,3000,1,10.5,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"10564",2730,0,1994,39,10,0,0,4600,1,10.5,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"10565",2731,1,1988,28,8,0,0,2500,1,11.5,1,0,1,0,0,0,0,0,0,0,0,3,0,1,0
"10566",2731,1,1994,34,5,0,0,4600,1,11.5,1,0,1,0,0,0,0,0,0,0,0,7,0,1,0
"10567",2732,0,1984,27,10,0,0,1450,0,10.5,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"10568",2732,0,1985,28,10,0,0,2737.909,0,10.5,0,1,0,0,0,0,1,0,0,0,1,8,0,1,0
"10569",2733,0,1984,26,10,0,0,3600,0,11.5,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"10570",2733,0,1985,27,7,0,0,2333,1,11.5,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
"10571",2733,0,1986,28,9,0,0,3300,1,11.5,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"10572",2733,0,1988,30,10,0,0,3900,1,11.5,1,0,1,0,0,0,1,0,1,0,0,2,0,1,0
"10573",2733,0,1991,33,8,0,0,5350,1,11.5,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"10574",2734,1,1991,33,8,0,0,5350,1,10.5,1,1,0,0,0,0,1,0,1,0,0,3,0,1,0
"10575",2735,1,1984,44,5,0,0,600,0,10.5,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0
"10576",2735,1,1985,45,5,0,0,600,0,10.5,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0
"10577",2735,1,1986,46,5,0,0,620,0,10.5,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
"10578",2735,1,1987,47,6,1,6.701853,620,0,10.5,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
"10579",2735,1,1988,48,5,0,0,640,0,10.5,0,1,0,0,0,0,0,0,0,0,0,12,0,1,0
"10580",2735,1,1991,51,5,0,0,770,0,10.5,0,1,0,0,0,0,0,0,0,0,0,7,0,1,0
"10581",2735,1,1994,54,4,0,0,780,0,10.5,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
"10582",2736,0,1984,35,10,0,0,1760,1,11,1,1,0,0,0,0,0,0,0,0,0,6,0,1,0
"10583",2736,0,1985,36,5,0,0,1810,1,11,1,1,0,0,0,0,1,0,1,0,0,5,0,1,0
"10584",2736,0,1986,37,5,0,0,2200,0,11,1,1,0,0,0,0,1,0,1,0,0,5,0,1,0
"10585",2736,0,1987,38,6,1,7.649712,2200,0,11,1,1,0,0,0,0,1,0,1,0,0,14,2,1,0
"10586",2737,1,1984,33,10,0,0,1760,1,9,1,1,0,0,0,0,0,0,0,0,0,4,0,1,0
"10587",2737,1,1985,34,5,0,0,1810,1,9,1,1,0,0,0,0,0,0,0,0,0,4,0,1,0
"10588",2737,1,1987,36,5,1,6.701853,2200,0,9,1,1,0,0,0,0,0,0,0,0,0,4,0,1,0
"10589",2738,1,1985,27,4,1,40,2000,0,11.5,1,0,1,0,0,0,0,0,0,0,0,1,2,1,0
"10590",2739,1,1984,60,3,0,0,1000,0,9,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0
"10591",2739,1,1985,61,8,0,0,1000,0,9,0,1,0,0,0,0,0,0,0,0,0,7,0,1,0
"10592",2739,1,1986,62,6,0,0,1200,0,9,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0
"10593",2739,1,1987,63,5,1,6.701853,1200,0,9,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
"10594",2739,1,1988,64,5,0,0,1200,0,9,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0
"10595",2740,0,1985,36,5,0,0,5000,0,18,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0
"10596",2740,0,1988,39,8,0,0,5700,0,18,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0
"10597",2740,0,1991,42,8,0,0,7040,0,18,1,0,0,0,1,1,1,0,0,0,1,5,0,0,0
"10598",2740,0,1994,45,2,0,0,8100,0,18,1,0,0,0,1,1,1,0,0,0,1,5,1,0,0
"10599",2741,1,1985,33,5,0,0,5000,0,16,1,0,0,0,1,0,1,0,0,0,1,4,0,0,0
"10600",2741,1,1987,35,7,1,3.396562,5500,0,16,1,0,0,0,1,0,1,0,0,0,1,5,0,0,0
"10601",2741,1,1988,36,8,0,0,5700,0,16,1,0,0,0,1,0,1,0,0,0,1,3,0,0,0
"10602",2741,1,1991,39,4,0,0,7040,0,16,1,0,0,0,1,0,1,0,0,0,1,3,0,0,0
"10603",2741,1,1994,42,4,0,0,8100,0,16,1,0,0,0,1,0,1,0,0,0,1,8,0,0,0
"10604",2742,0,1984,29,10,0,0,2000,0,14.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"10605",2742,0,1985,30,10,0,0,2000,0,14.5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"10606",2743,1,1985,28,10,0,0,2000,0,15,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0
"10607",2744,0,1986,34,10,0,0,3400,0,11,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"10608",2744,0,1987,35,7,1,7.649712,2200,0,11,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"10609",2745,0,1984,40,9,0,0,3500,0,11.5,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"10610",2745,0,1985,41,8,0,0,3500,0,11.5,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"10611",2745,0,1986,42,8,0,0,3400,0,11.5,1,0,1,0,0,0,1,0,1,0,0,2,0,1,0
"10612",2745,0,1988,44,8,0,0,3900,0,11.5,1,0,1,0,0,0,1,0,1,0,0,2,0,1,0
"10613",2745,0,1991,47,7,0,0,4600,0,11.5,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"10614",2745,0,1994,50,7,0,0,4900,0,11.5,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0
"10615",2746,1,1986,45,7,0,0,3400,0,11.5,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0
"10616",2746,1,1988,47,8,0,0,3900,0,11.5,1,0,1,0,0,0,1,0,1,0,0,3,0,1,0
"10617",2746,1,1991,50,8,0,0,4600,0,11.5,1,0,1,0,0,0,1,0,1,0,0,3,0,1,0
"10618",2747,1,1984,34,8,0,0,1500,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"10619",2747,1,1987,37,9,1,6.701853,2000,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"10620",2747,1,1988,38,9,0,0,1800,1,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"10621",2748,1,1985,28,9,0,0,2300,0,15,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0
"10622",2748,1,1986,29,8,0,0,5100,0,15,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0
"10623",2748,1,1987,30,9,1,3.396562,2600,0,15,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0
"10624",2748,1,1988,31,9,0,0,5600,0,15,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0
"10625",2748,1,1991,34,9,0,0,7000,0,15,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0
"10626",2748,1,1994,37,7,0,0,4500,0,15,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0
"10627",2749,0,1985,36,4,0,0,2300,1,10.5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"10628",2749,0,1986,37,4,0,0,1600,1,10.5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"10629",2749,0,1987,38,6,1,7.649712,1750,0,10.5,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
"10630",2749,0,1988,39,5,0,0,2180,0,10.5,1,1,0,0,0,0,0,0,0,0,0,6,1,1,0
"10631",2749,0,1991,42,6,0,0,3000,0,10.5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"10632",2749,0,1994,45,7,0,0,4800,0,10.5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"10633",2750,1,1984,36,8,0,0,1400,1,10.5,1,1,0,0,0,0,1,0,1,0,0,22,0,1,0
"10634",2750,1,1985,37,4,0,0,2300,1,10.5,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"10635",2750,1,1986,38,3,0,0,1600,1,10.5,1,1,0,0,0,0,1,0,1,0,0,20,2,1,0
"10636",2750,1,1987,39,7,1,3.396562,1750,0,10.5,1,1,0,0,0,0,1,0,1,0,0,10,1,1,0
"10637",2750,1,1988,40,5,0,0,2180,0,10.5,1,1,0,0,0,0,1,0,1,0,0,4,1,1,0
"10638",2750,1,1991,43,5,0,0,3000,0,10.5,1,1,0,0,0,0,1,0,1,0,0,10,0,1,0
"10639",2750,1,1994,46,6,0,0,4800,0,10.5,1,1,0,0,0,0,1,0,1,0,0,15,0,1,0
"10640",2751,1,1984,37,3,1,6.701853,1440,1,10.5,0,1,0,0,0,0,0,0,0,0,0,8,0,1,0
"10641",2751,1,1985,38,4,0,0,1400,1,10.5,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0
"10642",2751,1,1986,39,2,0,0,1700,1,10.5,0,1,0,0,0,0,0,0,0,0,0,16,0,1,0
"10643",2751,1,1988,41,2,1,6.701853,1700,0,10.5,0,1,0,0,0,0,0,0,0,0,0,4,1,1,0
"10644",2751,1,1991,44,2,1,60,1600,0,10.5,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0
"10645",2751,1,1994,47,3,1,70,2000,0,10.5,0,1,0,0,0,0,1,0,1,0,0,7,0,1,0
"10646",2752,0,1984,48,10,0,0,5500,0,9,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"10647",2752,0,1985,49,9,0,0,5300,0,9,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"10648",2753,0,1984,36,8,0,0,4600,0,18,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
"10649",2753,0,1985,37,9,0,0,4500,0,18,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
"10650",2753,0,1986,38,9,0,0,3100,0,18,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
"10651",2754,1,1985,34,8,0,0,4500,0,14,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"10652",2754,1,1987,36,3,1,3.396562,1886,0,14,0,0,0,1,0,0,1,0,1,0,0,11,0,1,0
"10653",2754,1,1988,37,4,0,0,1800,0,14,0,0,0,1,0,0,1,0,1,0,0,8,0,1,0
"10654",2754,1,1991,40,3,1,50,2100,0,14,0,0,0,1,0,0,1,0,1,0,0,2,0,1,0
"10655",2754,1,1994,43,3,1,50,2300,0,14,0,0,0,1,0,0,1,0,1,0,0,19,0,1,0
"10656",2755,0,1984,49,9,0,0,5000,0,10.5,1,1,0,0,0,0,1,1,0,0,0,3,0,1,0
"10657",2755,0,1986,51,9,0,0,2800,0,10.5,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"10658",2755,0,1987,52,10,1,7.649712,3000,0,10.5,1,1,0,0,0,0,1,1,0,0,0,4,0,1,0
"10659",2755,0,1988,53,5,0,0,4700,0,10.5,1,1,0,0,0,0,1,1,0,0,0,2,0,1,0
"10660",2755,0,1991,56,7,0,0,5500,0,10.5,1,1,0,0,0,0,1,1,0,0,0,3,0,1,0
"10661",2755,0,1994,59,6,0,0,3300,0,10.5,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0
"10662",2756,1,1985,47,7,0,0,4700,0,10.5,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"10663",2756,1,1987,49,10,1,3.396562,3000,0,10.5,1,1,0,0,0,0,1,0,1,0,0,2,0,1,0
"10664",2756,1,1988,50,5,0,0,4700,0,10.5,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"10665",2756,1,1991,53,9,0,0,5500,0,10.5,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0
"10666",2757,0,1985,25,10,0,0,4700,0,10.5,0,1,0,0,0,0,1,1,0,0,0,2,0,1,0
"10667",2757,0,1987,27,8,1,7.649712,3000,0,10.5,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"10668",2757,0,1988,28,7,0,0,2945.292,0,10.5,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0
"10669",2757,0,1991,31,8,0,0,3767.737,0,10.5,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"10670",2758,0,1991,25,9,0,0,5500,0,11,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"10671",2758,0,1994,28,9,0,0,2100,0,11,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"10672",2759,0,1984,29,9,0,0,1700,1,13.5,1,0,0,1,0,0,1,0,1,0,0,2,0,1,0
"10673",2759,0,1988,33,8,0,0,2350,1,13.5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"10674",2759,0,1991,36,0,0,0,3000,1,14,1,0,0,1,0,0,1,1,0,0,0,10,3,1,0
"10675",2760,1,1988,32,8,0,0,2350,1,12,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0
"10676",2760,1,1991,35,7,0,0,3000,1,12,1,0,1,0,0,0,1,0,1,0,0,4,0,1,0
"10677",2761,0,1985,29,7,0,0,3000,0,15,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"10678",2761,0,1986,30,8,0,0,3800,0,15,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"10679",2761,0,1987,31,5,1,7.649712,2000,0,15,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"10680",2761,0,1988,32,8,0,0,3000,0,15,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"10681",2761,0,1991,35,5,0,0,6000,0,15,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"10682",2761,0,1994,38,7,0,0,6000,0,15,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"10683",2762,1,1986,26,8,0,0,3800,0,16,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
"10684",2762,1,1988,28,9,0,0,2000,0,16,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0
"10685",2762,1,1991,31,9,0,0,5000,1,16,1,0,0,0,1,0,1,0,1,0,0,3,1,1,1
"10686",2762,1,1994,34,8,0,0,7000,1,16,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1
"10687",2763,1,1987,38,5,1,3.396562,1900,1,10.5,0,1,0,0,0,0,1,0,1,0,0,5,0,1,0
"10688",2763,1,1988,39,5,0,0,1950,1,10.5,0,1,0,0,0,0,1,0,1,0,0,4,0,1,0
"10689",2763,1,1991,42,6,0,0,2300,0,10.5,0,1,0,0,0,0,1,0,1,0,0,4,0,1,0
"10690",2764,1,1994,60,5,0,0,2000,0,9,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0
"10691",2765,1,1986,33,5,1,50,2700,0,10.5,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"10692",2765,1,1988,35,4,1,50,4000,0,10.5,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0
"10693",2765,1,1991,38,0,1,50,4200,0,10.5,1,1,0,0,0,0,1,0,1,0,0,6,1,1,0
"10694",2765,1,1994,41,0,1,60,4000,0,10.5,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
"10695",2766,0,1987,39,9,0,60,3500,0,10.5,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"10696",2766,0,1988,40,8,1,60,4000,0,10.5,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"10697",2766,0,1991,43,5,1,60,4200,0,10.5,1,1,0,0,0,0,1,1,0,0,0,4,0,1,0
"10698",2766,0,1994,46,10,1,60,4000,0,10.5,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"10699",2767,0,1984,31,7,0,0,3500,0,10.5,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"10700",2767,0,1985,32,8,0,0,3700,0,10.5,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"10701",2767,0,1986,33,7,0,0,3800,0,10.5,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0
"10702",2767,0,1988,35,9,0,0,4000,0,10.5,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0
"10703",2767,0,1991,38,9,0,0,4700,0,10.5,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"10704",2767,0,1994,41,7,0,0,3800,1,10.5,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"10705",2768,1,1986,27,8,0,0,3800,0,11.5,1,0,1,0,0,0,1,0,1,0,0,3,0,1,0
"10706",2768,1,1987,28,9,1,3.396562,4000,0,11.5,1,0,1,0,0,0,1,0,1,0,0,2,0,1,0
"10707",2768,1,1988,29,9,0,0,4000,0,11.5,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
"10708",2768,1,1991,32,10,0,0,4700,0,11.5,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0
"10709",2768,1,1994,35,9,0,0,3800,1,11.5,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"10710",2769,0,1984,57,7,0,0,4500,0,10.5,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"10711",2769,0,1985,58,7,0,0,3000,0,10.5,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"10712",2769,0,1986,59,10,0,0,2700,0,10.5,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"10713",2769,0,1987,60,6,1,7.649712,2300,0,10.5,1,1,0,0,0,0,1,1,0,0,0,3,0,1,0
"10714",2769,0,1988,61,2,0,0,2400,0,10.5,1,1,0,0,0,0,1,1,0,0,0,2,0,1,0
"10715",2770,1,1984,55,6,0,0,4500,0,9,1,1,0,0,0,0,1,1,0,0,0,2,0,1,0
"10716",2770,1,1985,56,5,1,50,3000,0,9,1,1,0,0,0,0,1,1,0,0,0,5,1,1,0
"10717",2770,1,1986,57,1,1,50,2700,0,9,1,1,0,0,0,0,1,1,0,0,0,44,0,1,0
"10718",2770,1,1987,58,0,0,50,2300,0,9,1,1,0,0,0,0,0,0,0,0,0,3,0,1,0
"10719",2770,1,1988,59,6,1,50,2400,0,9,1,1,0,0,0,0,0,0,0,0,0,3,0,1,0
"10720",2771,0,1984,31,8,0,0,4500,0,11.5,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0
"10721",2771,0,1987,34,7,1,7.649712,3900,0,11.5,1,0,1,0,0,0,1,1,0,0,0,4,0,1,0
"10722",2771,0,1988,35,6,0,0,3600,0,11.5,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0
"10723",2771,0,1991,38,6,0,0,2300,1,11.5,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0
"10724",2771,0,1994,41,3,0,0,1300,1,11.5,1,0,1,0,0,0,1,1,0,0,0,12,1,1,0
"10725",2772,0,1984,42,10,0,0,1817,1,15,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0
"10726",2772,0,1985,43,8,0,0,1950,1,15,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0
"10727",2772,0,1986,44,4,0,0,4000,1,15,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0
"10728",2772,0,1987,45,3,1,7.649712,3000,1,15,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0
"10729",2772,0,1988,46,4,0,0,2000,1,15,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0
"10730",2772,0,1991,49,5,0,0,3530,0,15,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0
"10731",2772,0,1994,52,2,0,0,5382.637,0,15,1,0,1,0,0,1,1,1,0,0,0,18,0,1,0
"10732",2773,1,1984,35,9,0,0,1817,1,10.5,1,1,0,0,0,0,0,0,0,0,0,3,0,1,0
"10733",2773,1,1987,38,7,1,3.396562,3000,1,10.5,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
"10734",2773,1,1988,39,8,0,0,2000,1,10.5,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"10735",2773,1,1991,42,8,0,0,3530,0,10.5,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0
"10736",2773,1,1994,45,4,0,0,4856.628,0,10.5,1,1,0,0,0,0,1,1,0,0,0,2,0,1,0
"10737",2774,0,1984,29,7,0,0,3300,0,10.5,0,1,0,0,0,0,1,1,0,0,0,2,0,1,0
"10738",2774,0,1985,30,5,0,0,3300,0,10.5,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0
"10739",2774,0,1986,31,7,0,0,3000,0,10.5,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0
"10740",2774,0,1987,32,6,1,7.649712,3200,0,10.5,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0
"10741",2774,0,1988,33,8,0,0,3300,0,11,1,1,0,0,0,0,1,1,0,0,0,3,0,1,0
"10742",2774,0,1991,36,8,0,0,4500,0,11,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0
"10743",2774,0,1994,39,7,0,0,5500,0,11,1,1,0,0,0,0,1,1,0,0,0,3,0,1,0
"10744",2775,1,1984,27,7,0,0,3300,0,10.5,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0
"10745",2775,1,1985,28,7,0,0,3300,0,10.5,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0
"10746",2775,1,1986,29,6,0,0,3000,0,10.5,0,1,0,0,0,0,1,1,0,0,0,2,0,1,0
"10747",2775,1,1987,30,7,1,3.396562,3200,0,10.5,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0
"10748",2775,1,1988,31,8,0,0,3300,0,10.5,1,1,0,0,0,0,1,1,0,0,0,2,0,1,0
"10749",2775,1,1991,34,8,0,0,4500,0,10.5,1,1,0,0,0,0,1,1,0,0,0,10,1,1,0
"10750",2775,1,1994,37,6,0,0,5500,0,10.5,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"10751",2776,1,1984,30,8,0,0,2700,0,18,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0
"10752",2776,1,1985,31,6,0,0,3000,1,18,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0
"10753",2776,1,1986,32,4,0,0,1600,0,18,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0
"10754",2776,1,1987,33,8,1,3.396562,3000,1,18,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0
"10755",2776,1,1988,34,9,0,0,3100,1,18,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0
"10756",2776,1,1991,37,8,0,0,4000,1,18,0,0,0,0,1,1,1,0,1,0,0,3,0,1,0
"10757",2776,1,1994,40,7,0,0,4600,1,18,0,0,0,0,1,1,1,0,1,0,0,2,0,1,0
"10758",2777,1,1991,26,7,0,0,3500,1,12,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
"10759",2777,1,1994,29,8,0,0,3100,1,12,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
"10760",2778,1,1987,29,8,1,3.396562,3000,1,15,0,0,0,0,1,0,1,0,1,0,0,3,0,1,0
"10761",2778,1,1988,30,9,0,0,3100,1,15,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
"10762",2778,1,1991,33,8,0,0,4000,1,15,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
"10763",2778,1,1994,36,8,0,0,4600,1,15,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
"10764",2779,0,1984,57,2,1,50,2100,1,9,1,1,0,0,0,0,1,1,0,0,0,2,0,1,0
"10765",2779,0,1985,58,5,1,50,3400,1,9,1,1,0,0,0,0,1,1,0,0,0,4,0,1,0
"10766",2779,0,1986,59,5,1,50,2000,0,9,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0
"10767",2779,0,1987,60,2,0,50,2000,0,9,1,1,0,0,0,0,1,1,0,0,0,2,0,1,0
"10768",2779,0,1988,61,8,1,50,2009,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"10769",2779,0,1991,64,8,1,50,2300,0,9,1,1,0,0,0,0,0,0,0,0,0,3,0,1,0
"10770",2780,1,1984,47,2,0,0,2100,1,10.5,1,1,0,0,0,0,0,0,0,0,0,9,0,1,0
"10771",2780,1,1985,48,10,0,0,3400,1,10.5,1,1,0,0,0,0,0,0,0,0,0,5,0,1,0
"10772",2780,1,1986,49,5,0,0,2000,0,10.5,1,1,0,0,0,0,0,0,0,0,0,17,0,1,0
"10773",2780,1,1987,50,9,1,6.701853,2000,0,10.5,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
"10774",2780,1,1988,51,10,0,0,2009,0,10.5,1,1,0,0,0,0,0,0,0,0,0,30,0,1,0
"10775",2780,1,1991,54,8,0,0,2300,0,10.5,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
"10776",2780,1,1994,57,6,0,0,2650,0,10.5,1,1,0,0,0,0,0,0,0,0,0,4,0,1,0
"10777",2781,0,1994,25,7,0,0,2650,0,13.5,0,0,0,1,0,0,0,0,0,0,0,5,0,1,0
"10778",2782,0,1984,38,10,0,0,7500,1,12,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0
"10779",2782,0,1985,39,10,0,0,8000,1,12,1,0,1,0,0,0,1,0,0,1,0,2,0,0,0
"10780",2782,0,1986,40,10,0,0,6000,1,12,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"10781",2782,0,1987,41,9,1,7.649712,6500,1,12,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"10782",2782,0,1988,42,9,0,0,8000,1,12,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"10783",2783,1,1987,37,7,1,3.396562,6500,1,18,1,0,0,0,1,1,1,0,0,0,1,3,0,0,0
"10784",2783,1,1988,38,3,0,0,8000,1,18,1,0,0,0,1,1,1,0,0,0,1,4,0,0,0
"10785",2784,0,1984,61,5,1,50,3268,0,13,1,0,1,0,0,0,1,0,1,0,0,2,0,1,0
"10786",2784,0,1985,62,5,1,50,3200,0,13,1,0,1,0,0,0,1,0,1,0,0,3,0,1,0
"10787",2784,0,1986,63,8,1,50,2500,0,13,1,0,1,0,0,0,0,0,0,0,0,3,0,1,0
"10788",2784,0,1987,64,9,0,50,2890,0,13,1,0,1,0,0,0,0,0,0,0,0,2,0,1,0
"10789",2785,1,1984,56,7,0,0,3268,0,10.5,1,1,0,0,0,0,1,0,1,0,0,3,0,1,0
"10790",2785,1,1985,57,10,0,0,3200,0,10.5,1,1,0,0,0,0,1,0,1,0,0,3,0,1,0
